id	created_at	text	is_retweet	retweet_created_at	retweet_count	user_id	user_name	user_screen_name	user_created_at	user_followers_count	user_statuses_count	user_location	user_desc
1056981955596582912	Mon Oct 29 18:51:50 +0000 2018	RT @DavidCornDC: .@IvankaTrump and Jared Kushner, you are enabling a man who has increased the toxicity of the national discourse, and now…	1	Mon Oct 29 15:10:24 +0000 2018	1247	211215801	Laura St Denis	thenurse75	Tue Nov 02 17:04:57 +0000 2010	4455	205288	Kelsey California	RN who believes in health care and equal access to education for all. Living wage jobs for all who can work.Equal justice for all. Oakland CA my home town.	
1056981955579916289	Mon Oct 29 18:51:50 +0000 2018	RT @BreitbartNews: While Hillary Clinton viewed us as 'super predators,' while CNN views us as 'token negros who don't read,' Donald Trump…	1	Mon Oct 29 16:30:05 +0000 2018	9738	3397656093	Martin Alma Azul	Martin_AlmaAzul	Fri Jul 31 20:52:02 +0000 2015	8	263			
1056981955458318342	Mon Oct 29 18:51:50 +0000 2018	RT @itsreallyalexb: Does Trump genuinely care about limiting LGBTQ+ rights? I’m betting he doesn’t really think about our community one way…	1	Mon Oct 29 18:18:56 +0000 2018	63	271075671	JustJan	JustJanvii	Wed Mar 23 20:21:20 +0000 2011	3393	15471	Minneapolis	“There are some things it is better to begin than to refuse, even though the end may be dark.”  It’s time to STAND against evil, even if there is no hope.	
1056981955428995074	Mon Oct 29 18:51:50 +0000 2018	@jaketapper Republicans will be all over this story. And, it won’t be “fake news,” or the dishonest media this time, right tRump?!?	0		0	93727070	Valerie Parker 🌊	valp51	Mon Nov 30 22:39:31 +0000 2009	75	635	Plattsburgh, NY	Liberal mother who proudly raised two liberal sons. Lover of animals, classic rock, and America (which was already great.)😎	
1056981955328270338	Mon Oct 29 18:51:50 +0000 2018	RT @EdKrassen: So the President Trump took time to call and congratulate the newly elected President of Brazil who is an opening racist, an…	1	Mon Oct 29 15:30:57 +0000 2018	1824	4597965734	Kiana Tavers-Mereel	KianaMereel	Fri Dec 18 23:31:54 +0000 2015	503	88502		Fifth-generation farmer, crafter, writer, cat person and not-so reluctant tweeter. Please excuse the politics. Trumpy brings out the worst in us all.	
1056981955194036224	Mon Oct 29 18:51:50 +0000 2018	RT @goodoldcatchy: The right says Maxine Waters incited violence against Trump's cabinet. She didn't. She inspired honesty. She told people…	1	Mon Oct 29 11:09:23 +0000 2018	166	565468351	BlackGirlsUnscripted	BGUnscripted	Sat Apr 28 14:03:55 +0000 2012	4705	26977	Nationwide	We're a 501(c)3 org focused on telling our stories, accross generations & OUR way! We inspire girls to see the beauty+brilliance in their own narratives, too🙌!	
1056981955181404162	Mon Oct 29 18:51:50 +0000 2018	RT @miltchocklit: @patti_davis If you ever expected comfort from 45 that's a YOU problem. The full-page ad telling his first wife she was t…	1	Mon Oct 29 14:02:23 +0000 2018	22	709035075090776064	Richard F	Richardinstyle	Sun Mar 13 15:15:09 +0000 2016	27	2510			
1056981955147952131	Mon Oct 29 18:51:50 +0000 2018	RT @TheOnion: Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting https://t.co/goYUvqFFD3 https://t.co…	1	Mon Oct 29 18:50:05 +0000 2018	701	844726635974852608	Anna	AnnaWHmag	Thu Mar 23 01:44:59 +0000 2017	445	32793	New York, NY	Intern @WeeklyHumorist	
1056981955143589889	Mon Oct 29 18:51:50 +0000 2018	RT @mitchellvii: MEDIA: Trump needs to dial back the rhetoric!TRUMP: Rhetoric dialed back, TRUTH still at 11.	1	Mon Oct 29 17:04:01 +0000 2018	325	2735511486	❌Joe FreedomLover❌🇺🇸🇺🇸🇺🇸	JoeFreedomLove	Fri Aug 15 20:59:39 +0000 2014	53050	694581	Conservativeland, Orange Co CA	Trump/PenceUSA 1st; #MAGA; Defeat ISIS; Stop Socialism/Leftism; Sovereignty; Superior Military;Constitutionalist;#2A; Law&Order👮🏼‍♀️;Jesus✝️;Home of the Brave	
1056981955093229568	Mon Oct 29 18:51:50 +0000 2018	RT @malinablue: @KirstenPowers @juliaioffe @washingtonpost Trump's rhetoric is intentional. He's as guilty of the violence he instigates as…	1	Mon Oct 29 17:54:55 +0000 2018	2	206529413	Wendy Jane Williams	wickedwone	Sat Oct 23 04:27:00 +0000 2010	440	3380	Ontario, Canada	FAILURE? I have never encountered it. All I ever met were temporary setbacks. Friend and supporter of anyone against Trump! Proud Canadian woman	
1056981955005292544	Mon Oct 29 18:51:50 +0000 2018	RT @Fahrenthold: Last yr's Polish-American leadership summit, under the honorary patronage of the Polish President, included a session at…	1	Mon Oct 29 18:40:18 +0000 2018	55	863459782925176833	Phyllis	phyllissharp54	Sat May 13 18:23:49 +0000 2017	1319	113576	Portland, OR	Retired Nurse, Democrat, Proud Mom & Nana	
1056981954963230720	Mon Oct 29 18:51:50 +0000 2018	RT @NBCPolitics: President Trump and First Lady Melania Trump will travel to Pittsburgh on Tuesday, Press Sec. Sanders says.	1	Mon Oct 29 18:35:40 +0000 2018	105	3318393619	Protect Mueller	eegodess	Tue Aug 18 04:49:14 +0000 2015	12170	47631	Waimea, HI	#notmypresident appalled by DJT's lies.sick of self destructive power of greed.hoping we can save our beautiful planet b4 it's 2 late #TheResistance #ImWithHer	
1056981954912968705	Mon Oct 29 18:51:50 +0000 2018	RT @RollingStone: Watch Barack Obama criticize Trump's efforts to drain the swamp at a Detroit rally https://t.co/dry8q2bFZW https://t.co…	1	Mon Oct 29 01:06:25 +0000 2018	49	4783322694	Create_Idea_Woods	Create_IdeaWood	Tue Jan 19 13:15:56 +0000 2016	967	16533	Japan...z	関心分野は公園設計、静かで住みよい街づくり、ストリート公園化、公共スペース設計、Outdoorスポーツ。日本は公共設計で参考になる部分が少ないので海外中心でサイト閲覧中。ネット端末で提案ブレスト、政治の無駄を投票機能UI&UX改善で、メディア・プラットフォーム&デザイン集合知を造形的に可視化して脳内を開放🌲🍏💤...z	
1056981954812354563	Mon Oct 29 18:51:50 +0000 2018	RT @CillizzaCNN: Sarah Sanders just said that Trump got elected by an overwhelming majority of 63 million Americans. Hillary Clinton got…	1	Mon Oct 29 18:51:13 +0000 2018	491	796717057710714880	🐢🐟TerpInCola 🍊🍺	DemInCola	Thu Nov 10 14:12:03 +0000 2016	44	6568	Florida, USA	A former Maryland/Virginia native and UMD grad 🐢 living in Lower Bama.	
1056981954774495232	Mon Oct 29 18:51:50 +0000 2018	RT @MalcolmNance: Enemies of the Constitution care not for protecting the citizens of this great nation. They care not for our Rights. They…	1	Mon Oct 29 14:22:56 +0000 2018	1990	98453243	BuckaRubby	BuckaRubby	Mon Dec 21 19:32:52 +0000 2009	360	65327	USA	#TheResistance https://t.co/F0Btdy6jI5 #GeneralStrike #IWillNotRelent	
1056981954770288640	Mon Oct 29 18:51:50 +0000 2018	RT @RedTRaccoon: This is really important-Under the Constitution the federal government can suspend the privilege of the writ of habeas c…	1	Mon Oct 29 18:44:01 +0000 2018	283	1050421050196905984	VVHM (VENUS VH MOSLEY)	VanessaHeard3	Thu Oct 11 16:21:09 +0000 2018	107	2079	Las Vegas, NV	#KARMA💫🌬❄🌊🌀🌏🌎🌍👟👟🗣🕵🙏🙌WHAT COMES AROUND GOES AROUND	
1056981954581721091	Mon Oct 29 18:51:50 +0000 2018	@OfficeOfMike My favorite Trump sound bite on KRMG:Skill &amp; profency, dosent that sound nice.	0		0	946845681230237699	Lisa S	LisaSkidmore11	Fri Dec 29 20:49:36 +0000 2017	1732	6322	Oklahoma, USA	Proud American, I love my husband & my country. And yes, 'quote the raven nevermore'	
1056981954543976450	Mon Oct 29 18:51:50 +0000 2018	President Trump will travel to Pittsburgh in wake of synagogue shooting over objections of Jewish leaders, who said… https://t.co/BhJAQzBjRs	0		13	15922214	Roll Call	rollcall	Wed Aug 20 19:53:31 +0000 2008	356854	95965	Washington, D.C.	Breaking news, reporter tweets and analysis from the Source for News on Capitol Hill since 1955.	
1056981954535530503	Mon Oct 29 18:51:50 +0000 2018	RT @nytimes: Breaking News: President Trump plans to visit Pittsburgh on Tuesday to offer condolences to the Jewish community over the syna…	1	Mon Oct 29 18:47:11 +0000 2018	118	844726635974852608	Anna	AnnaWHmag	Thu Mar 23 01:44:59 +0000 2017	445	32793	New York, NY	Intern @WeeklyHumorist	
1056981954468503552	Mon Oct 29 18:51:50 +0000 2018	RT @LadyLibertyInEx: Live Feed – To The RepublicNow that’s more like it! 👍🏽https://t.co/aEXyMhnGxX	1	Mon Oct 29 16:43:33 +0000 2018	482	199974039	One Panther ⭐⭐⭐          ✞🇺🇸🇮🇱 ΜΟΛΩΝ ΛΑΒE III%	SkySoldier333Q	Fri Oct 08 04:24:02 +0000 2010	6047	27679	Alabama #MAGA #KAG Revolution 	US Army Retired Paratrooper               🚨FOLLOW #MAGA ONLY🚨🇺🇸#USA 🇮🇱#StandWithIsrael🛑#BanSharia #1A #2A #NRA @AlabamaFTBL @82ndABNDiv  @USArmyOldGuard	
1056981954464235522	Mon Oct 29 18:51:50 +0000 2018	RT @Rasmussen_Poll: Trump Approval Today Back at 50% Black Voter Approval at Record High.https://t.co/mazBCW77nY https://t.co/gQiNHhJmhX	1	Mon Oct 29 16:30:00 +0000 2018	3731	272657282	Jerry Fletcher	guntotingteabag	Sat Mar 26 22:50:15 +0000 2011	698	12431	Wisconsin	Kicking The Donkeys Ass, Wisconsin Bot, Likes long walks on beach and Wisconsin beer  #GoPackGo #WiRight  #BrewCrew	
1056981954447527936	Mon Oct 29 18:51:50 +0000 2018	RT @SwampyTrump: Fuck @PressSec Sarah Sanders, fuck trump, fuck the @NRA, and fuck the rest of the complicit @GOP who spread the fear, raci…	1	Mon Oct 29 18:35:27 +0000 2018	356	806927216642760704	Arlene Gregory	Heyjustsayin	Thu Dec 08 18:23:35 +0000 2016	101	2999	Asheville,NC	Opinionated Liberal,Detest racists,#Resistance.	
1056981954355171328	Mon Oct 29 18:51:50 +0000 2018	@ddavejb @LibbyFreeman17 @realDonaldTrump Trump is the Man 😎	0		0	4218106355	iwillhexyou	spooky_wiccan	Wed Nov 18 13:09:18 +0000 2015	260	4826		No Morons Allowed! Everyone is entitled to be stupid, but some abuse the privilegeAnti LeftieAnimal lover and adore my culture & country 🇬🇧🇬🇧 #IamTommy	
1056981954338414592	Mon Oct 29 18:51:50 +0000 2018	RT @mirandayaver: Saying that Donald Trump couldn’t be anti-Semitic because Jared and Ivanka are Jewish is like saying Trump couldn’t be ra…	1	Mon Oct 29 18:35:57 +0000 2018	11	21460496	Mark	NJdoc	Sat Feb 21 03:30:00 +0000 2009	20847	317043	New York City	Lover of life, invests, advises, blogs. Embraces Medicine, Tech, Sports. Went 2 Med Sch, got PhD. Nominal academician, innovator, entrepreneur, Humanist, BS'er	
1056981954275540993	Mon Oct 29 18:51:50 +0000 2018	Trump, first lady to visit Pittsburgh Tuesday following synagogue shootinghttps://t.co/lroQ4jwH1z	0		0	127296243	❌Bama DeplorableKaren❌	Momfullofhope	Sun Mar 28 18:53:12 +0000 2010	7949	59362	Alabama, USA	#RollTideRoll  Support Vets, Ex-Dem #WalkAway #BlueLivesMatter  #BuildTheWall We're Taking Our Country Back! Proud Deplorable! #Trump2020 #MAGA #KAG	
1056981954111913984	Mon Oct 29 18:51:50 +0000 2018	RT @AndrewCMcCarthy: Trump's opposition does so much more for Trump than Trump does. Amazing.	1	Mon Oct 29 16:13:09 +0000 2018	1386	2945091797	Dennis Saffran	dennisjsaffran	Sun Dec 28 01:24:09 +0000 2014	777	2711	Queens, NY	Attorney and writer whose work has appeared in City Journal, American Greatness, NRO, Federalist, WSJ, NY Post, NY Daily News, etc.	
1056981954015444993	Mon Oct 29 18:51:50 +0000 2018	RT @thathomewoodkid: He will be here tomorrow Pittsburgh. Let him know that we stand united against him. https://t.co/FR1orXR8DP	1	Mon Oct 29 18:49:43 +0000 2018	4	391500167	Ⓙⓤⓑⓡⓤ	jubru2	Sat Oct 15 17:15:35 +0000 2011	535	7691	Pittsburgh	Trump is a jag off n'at.  Yinz need to #resist	
1056981953881235456	Mon Oct 29 18:51:50 +0000 2018	The press briefing was another pack of lies defending the whiny victim, Trump.	0		0	17550651	shelleyfallon	shelleyfallon	Sat Nov 22 01:47:47 +0000 2008	317	12168	Florida, USA	Retired English/Journalism teacher, loves literature, hates greedy hypocrites masquerading as politicians. I block and report trolls/bots. #resist #bluewave	
1056981953860165633	Mon Oct 29 18:51:50 +0000 2018	RT @reason: America Broke the Countries that Migrants in the Caravan Are Trying to Escape: The Trump administration should take them in to…	1	Mon Oct 29 14:00:02 +0000 2018	32	2688285181	Ajax11224	Ajax11224	Mon Jul 28 20:04:10 +0000 2014	84	6362	Coney Island		
1056981953855991808	Mon Oct 29 18:51:50 +0000 2018	RT @RVAwonk: Sarah Sanders continues to draw a false equivalency between people *criticizing* Trump's attacks and Trump *attacking* his cri…	1	Mon Oct 29 18:48:27 +0000 2018	268	201939627	Theresa Albo	tbtltheresa007	Tue Oct 12 23:41:41 +0000 2010	732	70230	Seattle	#art #painting #baseball #mariners #impeachtrump #VOTE	
1056981953709256704	Mon Oct 29 18:51:50 +0000 2018	RT @PrisonPlanet: The same media that has been fanning the flames of hysteria over Trump not properly denouncing political violence for ove…	1	Mon Oct 29 18:18:08 +0000 2018	2482	956337388762161152	Jonathan stanton	Jonathanbstan	Thu Jan 25 01:26:16 +0000 2018	118	4120		Handsome prince and his gallant steed hoping for a beautiful princess to come smooch....or better yet a couple REALLY  juicy flies and a block of cheese.	
1056981953637990400	Mon Oct 29 18:51:50 +0000 2018	RT @votevets: This would be a gross betrayal of the Constitution, and put us on a perilous course towards even broader martial law.It is…	1	Mon Oct 29 18:46:34 +0000 2018	349	2514442063	@CaralynDavis	CaralynDavis	Thu May 22 04:15:52 +0000 2014	143	3152	Asheville, NC, USA	Writer (short fiction and creative nonfiction), My husband’s thumb lies nestled among the mushrooms on the countertop. - Imprinted, Flash Fiction Magazine	
1056981953453404160	Mon Oct 29 18:51:50 +0000 2018	RT @sarahkliff: The president is lying about his position on pre-existing conditions. Voters have a right to know that.https://t.co/F9TYD…	1	Mon Oct 29 13:51:41 +0000 2018	2148	586146222	Spidermatt	MattInfinity	Sun May 20 23:06:45 +0000 2012	320	15795		I'll go where I want to, stay where I want to and do what I want to.But you keep on believing that you've made it somewhere you haven't.	
1056981953449222144	Mon Oct 29 18:51:50 +0000 2018	RT @JamilSmith: Trump has never called a candidate a “thief” before. Question for @PressSec: what, precisely, does the president believe th…	1	Mon Oct 29 16:45:38 +0000 2018	528	5850862	Sara *Texans, vote early Oct 22-Nov 2* Clough	radicalcraft	Tue May 08 02:34:11 +0000 2007	1228	10492	ATX via KCMO/MN/CA	physics/art; Rsrch Admin by wkday; aspiring psych/soc student. into datavis & mental health. queer. helped https://t.co/2OWk0wzGvo happen. @indivisibleatx VP.	
1056981953436618753	Mon Oct 29 18:51:50 +0000 2018	How the Trump administration is manufacturing a new border crisis https://t.co/yHd5EEMmoR by @rdevro	0		0	228799294	@Bobincredible	Bobincredible	Mon Dec 20 18:19:18 +0000 2010	245	51458	Oxford, Ms		
1056981953155600384	Mon Oct 29 18:51:50 +0000 2018	RT @harleivy: PLEASE talk about what's going on in brazil. gay ppl are already dying at the hands of bigots enabled by bolsonaro.trump th…	1	Sun Oct 28 23:05:37 +0000 2018	10067	3092275673	🥡	kiaanuh	Mon Mar 16 04:38:46 +0000 2015	290	70514	Hollywood, FL	19 || @tyriice 💍 || 🌈	
1056981952803287041	Mon Oct 29 18:51:49 +0000 2018	RT @brianstelter: I left the rally in Charlotte even more certain that Trump is leading a hate movement against the media. No, not everybod…	1	Mon Oct 29 13:14:55 +0000 2018	1922	144392975	Rpsangel	WhiteHawkRaven	Sun May 16 04:53:36 +0000 2010	394	8777	MN US		
1056981952648146944	Mon Oct 29 18:51:49 +0000 2018	@lucianopotter Trump style 😎	0		0	2420849251	Thiago	thiagodbsp	Mon Mar 31 17:19:18 +0000 2014	101	2513	São José dos Campos	Destro	
1056981952597803013	Mon Oct 29 18:51:49 +0000 2018	RT @Brasilmagic: Just a reminder. People have short memories.Trump signs bill reversing Obama rule to ban gun purchases by mentally ill h…	1	Mon Oct 29 18:00:31 +0000 2018	408	2913218229	Leonard Ortega	Hanto38Le	Wed Dec 10 04:57:46 +0000 2014	1089	45959	Florida, USA	A disabled veteran. Proud  father..#Guncontrol. #Resistance..I believe in a living wage.22 Veterans commit suicide every day please let's not forget.	
1056981952581001223	Mon Oct 29 18:51:49 +0000 2018	RT @NoahBookbinder: The President personally involved himself in the decision not to move FBI headquarters, potentially harming national se…	1	Mon Oct 29 18:10:44 +0000 2018	85	874415903978508289	Luke Brussel	LukeBrussel	Mon Jun 12 23:59:32 +0000 2017	5012	5078	New York, USA	Attorney, Anti-Corruption, Prof Law Fordham #ethics investigations, @PennLaw alum, Exec Editor Penn Constitutional Law Jrnl @ACSLaw member #TheResistance	
1056981952559964161	Mon Oct 29 18:51:49 +0000 2018	RT @JordanChariton: Sarah Huckabee Sanders says the presidents number one job is to protect the safety of Americans—after another mass shoo…	1	Mon Oct 29 18:41:43 +0000 2018	67	818224400554029056	Iris Evalee Gifford	evaleegifford11	Sun Jan 08 22:34:33 +0000 2017	646	39869		Old, tired family caregiver and life-long liberal who can't  believe she has to go to battle again.	
1056981952484519936	Mon Oct 29 18:51:49 +0000 2018	RT @LisaMei62: Ooh, AWKWARD: When challenged to define ugly term he coined for Trump supporters Chris Cuomo stumbles BIGLY https://t.co/Kyr…	1	Sun Oct 28 15:09:05 +0000 2018	174	2178125658	✌🏽️Vidor Dave 🇺🇸	VidorDave	Wed Nov 06 13:56:03 +0000 2013	10219	63446	Vidor, TX	Bio🇺🇸🚂🐸👌🏽 Red Nation Resurrected #MAGA will not be entrusted to the weak nor the TIMID!  Q	
1056981952350248960	Mon Oct 29 18:51:49 +0000 2018	#GMinteractive (12:06) Putting it all together for you ... FACTS ...*** Trump &amp; GOP Have Blood on Their Hands for… https://t.co/jqUHMQyJBv	0		0	33038913	George Miller	GMinteractive	Sat Apr 18 22:46:12 +0000 2009	758	3391	Seattle, WA	Lets Talk About It . . .  Your Voice Counts . . . Putting it all together for you . . .   https://t.co/4mwsZnQA1rhttps://t.co/mjl5O0p5ZD	
1056981952094363648	Mon Oct 29 18:51:49 +0000 2018	RT @MzYun: Sarah Sanders said Donald Trump was elected by an overwhelming majority. No, he lost the popular vote.	1	Mon Oct 29 18:51:29 +0000 2018	1	15150904	techweenie 🌊	techweenie	Tue Jun 17 21:54:25 +0000 2008	5905	177058	Planet A	Vietnam era Army veteran. Too much life experience to be a Republican. Lover of women and cats. 28:06:42:12	
1056981951977082885	Mon Oct 29 18:51:49 +0000 2018	RT @TheOnion: Trump Slams Worldwide Jewish Conspiracy For Not Doing More To Prevent Synagogue Shooting https://t.co/goYUvqFFD3 https://t.co…	1	Mon Oct 29 18:50:05 +0000 2018	701	17740997	Jocke Dieden	jockedieden	Sat Nov 29 20:26:51 +0000 2008	416	4912	Värmland och Stockholm	Scandinavian Social Media Participant.	
1056981951935078405	Mon Oct 29 18:51:49 +0000 2018	RT @ProudResister: The media did NOT call Neo-Nazis ‘very fine people’ after they chanted “Jews will not replace us.” Trump did.The media…	1	Mon Oct 29 17:34:33 +0000 2018	5502	226459237	vote on nov. 6 2018	nenacokinos	Tue Dec 14 05:57:05 +0000 2010	223	16738	Houston, TX	best things in the world you cannot see or touch. let’s treat each other respectfully.	
1056981951725428738	Mon Oct 29 18:51:49 +0000 2018	Absolutely Blame Trump and his Cult GOPVote November 6America is counting on it#bluewave https://t.co/XJxtsyZhtd	0		0	55437695	mel savage	melsavage12	Fri Jul 10 02:07:11 +0000 2009	63	2482	home		
1056981951582740482	Mon Oct 29 18:51:49 +0000 2018	RT @BreitbartNews: While Hillary Clinton viewed us as 'super predators,' while CNN views us as 'token negros who don't read,' Donald Trump…	1	Mon Oct 29 16:30:05 +0000 2018	9738	158950134	Joe B. Johnson	joej2020usa	Thu Jun 24 02:25:39 +0000 2010	5898	515026		I Love our God given Constitutional Republic!!	
1056981951553458176	Mon Oct 29 18:51:49 +0000 2018	RT @DLoesch: A little irony here in Acosta complaining about the term “fake news media” when his company’s president blamed Trump for last…	1	Mon Oct 29 18:46:05 +0000 2018	963	27943435	Rooski McHackerson	andychicks	Tue Mar 31 19:36:25 +0000 2009	1405	31293	I live behind your block	Proud father|sub-par husband|cynical veteran|hateful curmudgeon|deplorable conservative|Twitter dilettante	
1056981951482028033	Mon Oct 29 18:51:49 +0000 2018	RT @iNabberTV: Twitter is removing likes?? HOW AM I MEANT TO DISCOVER WHO IS IN THE RIGHT IN A TWITTER ARGUMENT NOW? HOW ARE THESE PEOPLE R…	1	Mon Oct 29 13:37:18 +0000 2018	18	383566662	uhlaynahhh	pastelpunk_	Sun Oct 02 03:36:35 +0000 2011	1082	19973	wherever life takes me	what's the deal, orange peel? • sees the world through a lens • loser w emotions • snapchat; lovely.laina	
1056981951373103104	Mon Oct 29 18:51:49 +0000 2018	RT @CillizzaCNN: Sarah Sanders just said that Trump got elected by an overwhelming majority of 63 million Americans. Hillary Clinton got…	1	Mon Oct 29 18:51:13 +0000 2018	491	884826266481897473	Matthew Foster	BewareTheTattoo	Tue Jul 11 17:26:35 +0000 2017	166	5998	Iowa, USA	A long time ago I was a liberal republican, adopted by democrats. A tattoo is a signal that means return to barracks/disengage.	
1056981951297527809	Mon Oct 29 18:51:49 +0000 2018	@thehill This coming from The Clown in Chief @realDonaldTrump the creator of Trump University.	0		3	3226112744	David Brown	dhbrown808	Mon May 25 11:39:24 +0000 2015	32	5867			
1056981951272443905	Mon Oct 29 18:51:49 +0000 2018	RT @GIJoeOPS: Democrats Maxine Waters, Barbara Lee &amp; Al Green accuse Pres. Trump of being a supposed racist.But, here they are meeting w/…	1	Mon Oct 29 06:16:56 +0000 2018	7796	2164770253	David Hudson	DavidHudson04	Wed Oct 30 13:16:55 +0000 2013	5031	125024	Tuscaloosa	Retired AF Aircraft Maintenance Officer (F111 & F16), Squadron Commander, Deputy Director Logistics Group, Retired Director of TV IT services, Metrology expert	
1056981951192752134	Mon Oct 29 18:51:49 +0000 2018	RT @tackettdc: When you look beyond the daily churn and burn, the Trump administration policies are making profound changes. @ericliptonnyt…	1	Mon Oct 29 00:23:58 +0000 2018	136	212061451	Jane Barry-Davis	wrdybrd	Fri Nov 05 01:09:48 +0000 2010	135	34115	1 hr west of the Arch		
1056981950949351425	Mon Oct 29 18:51:49 +0000 2018	RT @krassenstein: Remember when they obsessively attacked Obama for not respecting the military since he saluted with a cup of coffee in hi…	1	Sun Oct 28 14:10:00 +0000 2018	14117	164812485	Aye Eff	katsutsay	Fri Jul 09 20:42:00 +0000 2010	38	7920			
1056981950894882817	Mon Oct 29 18:51:49 +0000 2018	https://t.co/cOtkaQXPmdLetter to President Trump from Pittsburgh Jewish Leaders you are not welcome	0		3	18770777	Bill Ritter	billritter7	Thu Jan 08 17:24:17 +0000 2009	25791	13842	New York	Anchor at Eyewitness News on Channel 7 WABC-TV in New York City. Re-Tweets are not endorsements #RealNews	
1056981950601224193	Mon Oct 29 18:51:49 +0000 2018	RT @TheGoodGodAbove: If you’re a liberal and you refuse to vote because the candidates aren’t ‘liberal enough’ for you, then you don’t get…	1	Mon Oct 29 02:17:41 +0000 2018	7733	18145371	bchristou	bchristou	Mon Dec 15 20:19:32 +0000 2008	569	23975	Seattle, WA	I'm a dog lover from Seattle whose sole desire is to see this hideous POS we call the leader of this country removed from office.	
1056981949862932480	Mon Oct 29 18:51:49 +0000 2018	RT @donaldmackenz30: Trump : Nobody's ever done a better job than I'm doing as PresidentA group of political scientists rated past Pres…	1	Sun Oct 28 11:25:42 +0000 2018	15767	958724508	RATHER INCOGNITO	POLILLITAM	Mon Nov 19 22:22:00 +0000 2012	2810	100671		Master Mean - Mensa ~ Medium - Writer ~ Jogger - multilingual (6)~ (BLOCK LISTING, TRUMP-TROLLS- UNFOLLOW UNFOLLOWERS-No messages) #TheResistance	
1056981949758259200	Mon Oct 29 18:51:49 +0000 2018	RT @tamorosso: @MalcolmNance @realDonaldTrump Trump's scared voter suppression, Russian interference, &amp; scare tactics won't work 2 keep his…	1	Mon Oct 29 16:15:14 +0000 2018	6	448359804	ToniC	Mrsbtgabs	Tue Dec 27 22:37:58 +0000 2011	162	2701		✊🏾✊🏾✊🏾	
1056981949741391872	Mon Oct 29 18:51:49 +0000 2018	RT @SethAbramson: Trump is saying the white guy is highly intelligent and the black guy a criminal but also demands you not call him a raci…	1	Mon Oct 29 18:13:04 +0000 2018	760	943300458470260736	Jacqueline	Jacquel25102704	Wed Dec 20 02:02:09 +0000 2017	859	30388		joined late November, 2017I don't check comments regarding my tweets which are primarily retweets or reposts from other venues and mêmes.	
1056981949674332166	Mon Oct 29 18:51:49 +0000 2018	RT @TonyRenner: @thespybrief Remember when everyone decided to cover some stupid shit Trump said at a rally instead of reporting  on this N…	1	Mon Oct 29 13:46:13 +0000 2018	112	2769044854	big bamboo	andyscandy10	Sat Sep 13 15:48:06 +0000 2014	434	53909	health dept. meeting women	just a regular guy that loves the beach,women,and my loyal dogs....	
1056981949544349696	Mon Oct 29 18:51:49 +0000 2018	@IngrahamAngle Trump caused this. Right ?	0		0	875564268367659009	Scott	Scottforusa	Fri Jun 16 04:02:43 +0000 2017	467	1827	United States	Proud American. Getting tired of the nothing burger @realDonaldTrump attacks from the left. Time to get rid of leftovers.	
1056981949481402368	Mon Oct 29 18:51:49 +0000 2018	@PressSec Trump’s Twitter feed and RECORDED public appearances are riddled with vitriol towards people he has deeme… https://t.co/VbINq1fPCQ	0		0	897562691715440640	Elizabeth Rydan	elizabeth_rydan	Tue Aug 15 20:56:36 +0000 2017	159	32420	In the bushes with Spicy	I'm twitterpated (I don't answer DM's or Trump trolls)	
1056981949477208065	Mon Oct 29 18:51:49 +0000 2018	@JessicaTarlov @OutnumberedOT @OutnumberedFNC @JessicaTarlov You’re Awful person!! The only person I have heard lie… https://t.co/0MgLapRkY0	0		0	553303500	kim lindsay	kimlindsay6	Sat Apr 14 03:47:24 +0000 2012	108	1030		“She is clothed with strength and dignity, and she laughs without fear of the future.” — Proverbs 31:25	
1056981949443702785	Mon Oct 29 18:51:49 +0000 2018	RT @joanwalsh: Another @PressSec lie: Trump won an overwhelming majority of 63 million people. He lost the popular vote; @hillaryclinton…	1	Mon Oct 29 18:50:40 +0000 2018	1198	34933852	Carlos Aedo	caedof	Fri Apr 24 14:11:04 +0000 2009	196	8402			
1056981949435310080	Mon Oct 29 18:51:49 +0000 2018	In case you missed #GIFConferenceDC, check out panel 3: Trump’s America and the Region moderated by @SigiMideast… https://t.co/LBhcdeBzk7	0		1	913430370485510146	Gulf Int'l Forum	GulfIntlForum	Thu Sep 28 15:49:05 +0000 2017	11656	3262	Washington, DC	Gulf International Forum (GIF) is an independent institute based in Washington, DC that is aimed at educating the public on the Gulf region.	
1056981949405900800	Mon Oct 29 18:51:49 +0000 2018	RT @washingtonpost: Opinion: Trump’s hate and lies are inciting extremists. Just ask the analyst who warned us. https://t.co/u1D0CBXurp	1	Mon Oct 29 15:56:38 +0000 2018	360	33437938	Nina W	charmingnina	Mon Apr 20 05:32:26 +0000 2009	505	43875	Houston, TX	Neonatal Nurse Practitionerpassion4preemiesalways moving forward with continued growth...keep learning and evolving..live happy..my personal opinions	
1056981949049397250	Mon Oct 29 18:51:49 +0000 2018	RT @wvjoe911: Bombshell lawsuit depicts Trump family as 'a racketeering enterprise that defrauded thousands of people': NYT https://t.co/Lx…	1	Mon Oct 29 17:26:41 +0000 2018	299	11650472	matbo2	matbo2	Sun Dec 30 05:06:51 +0000 2007	3708	262377		Retired  from the medical field, love politics, cooking and chess	
